Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6101630,10609773,HZ362599,07/24/2016 05:00:00 PM,072XX S SEELEY AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,735,7.0,17.0,67.0,04B,1163943.0,1856741.0,2016,07/31/2016 03:48:39 PM,41.762519771,-87.674687118,"(41.762519771, -87.674687118)"
837773,9913081,HY102087,01/02/2015 07:45:00 PM,053XX W OAKDALE AVE,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,2514,25.0,31.0,19.0,18,1140358.0,1919098.0,2015,08/17/2015 03:03:40 PM,41.934099367,-87.759604108,"(41.934099367, -87.759604108)"
3001859,9370996,HW514045,10/30/2013 06:00:00 PM,011XX S CENTRAL PARK AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,True,1133,11.0,24.0,29.0,08B,1152552.0,1894695.0,2013,02/04/2016 06:33:39 AM,41.866902523,-87.715436986,"(41.866902523, -87.715436986)"
2811620,9067057,HW211874,03/29/2013 09:45:00 PM,024XX S HOMAN AVE,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,ALLEY,False,False,1024,10.0,22.0,30.0,02,1154088.0,1887512.0,2013,02/04/2016 06:33:39 AM,41.847161074,-87.709989546,"(41.847161074, -87.709989546)"
3521421,10348809,HY539457,12/16/2015 02:30:00 PM,047XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,True,False,223,2.0,4.0,38.0,06,1182389.0,1873821.0,2015,01/15/2016 11:08:45 AM,41.808981361,-87.606551046,"(41.808981361, -87.606551046)"
2618771,8755573,HV430694,08/14/2012 08:30:00 PM,078XX S KENWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,411,4.0,8.0,45.0,18,1186568.0,1853388.0,2012,02/04/2016 06:33:39 AM,41.752813514,-87.591869744,"(41.752813514, -87.591869744)"
4083010,10478419,HZ217553,04/07/2016 11:30:00 PM,065XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,321,3.0,20.0,42.0,08B,1182687.0,1861780.0,2016,04/14/2016 03:49:38 PM,41.7759329,-87.605831782,"(41.7759329, -87.605831782)"
6169231,10719621,HZ478400,10/17/2016 07:45:00 PM,036XX W CERMAK RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,False,False,1013,10.0,22.0,30.0,14,1152628.0,1889141.0,2016,10/24/2016 04:01:11 PM,41.851660202,-87.715304747,"(41.851660202, -87.715304747)"
3323727,10005560,HY195257,03/23/2015 09:00:00 AM,016XX S CHRISTIANA AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1021,10.0,24.0,29.0,08A,1154302.0,1891638.0,2015,08/17/2015 03:03:40 PM,41.858479031,-87.709094082,"(41.858479031, -87.709094082)"
6121950,10648463,HZ399265,08/19/2016 08:56:00 PM,0000X S LAVERGNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1533,15.0,28.0,25.0,14,1143268.0,1899444.0,2016,08/26/2016 03:55:26 PM,41.880112694,-87.74940148,"(41.880112694, -87.74940148)"
6095345,10600294,HZ351911,07/16/2016 07:35:00 PM,041XX W IOWA ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1111,11.0,37.0,23.0,08A,1148804.0,1905694.0,2016,07/23/2016 03:50:11 PM,41.897158215,-87.728912092,"(41.897158215, -87.728912092)"
3450382,10226076,HY413400,09/06/2015 05:20:00 PM,003XX S PULASKI RD,0460,BATTERY,SIMPLE,CTA BUS,False,False,1132,11.0,28.0,26.0,08B,1149775.0,1898304.0,2015,09/17/2015 11:37:18 AM,41.876860431,-87.725537965,"(41.876860431, -87.725537965)"
2604649,8732624,HV408639,07/31/2012 10:40:00 AM,043XX N KEDVALE AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,False,False,1722,17.0,39.0,16.0,26,1148069.0,1928552.0,2012,02/04/2016 06:33:39 AM,41.95989682,-87.731021915,"(41.95989682, -87.731021915)"
2821000,9081924,HW226579,04/09/2013 10:09:00 PM,130XX S EXCHANGE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,True,False,433,4.0,10.0,55.0,14,1197763.0,1819198.0,2013,02/04/2016 06:33:39 AM,41.658720888,-87.551982224,"(41.658720888, -87.551982224)"
2531479,8621016,HV294871,05/19/2012 06:30:00 PM,042XX N KEYSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,1722,17.0,39.0,16.0,14,1148531.0,1927864.0,2012,02/04/2016 06:33:39 AM,41.957999972,-87.729341205,"(41.957999972, -87.729341205)"
3170189,9662924,HX312845,06/03/2014 11:13:00 AM,051XX W ARGYLE ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1623,16.0,45.0,11.0,06,1141126.0,1932761.0,2014,02/04/2016 06:33:39 AM,41.971577753,-87.756443696,"(41.971577753, -87.756443696)"
3027760,9412949,HW556604,11/25/2013 07:00:00 PM,012XX W SCHOOL ST,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,False,False,1924,19.0,44.0,6.0,07,1167492.0,1922045.0,2013,02/04/2016 06:33:39 AM,41.941644506,-87.659802112,"(41.941644506, -87.659802112)"
6128034,10661770,HZ412501,08/26/2016 05:30:00 PM,128XX S EMERALD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,523,5.0,34.0,53.0,07,1173663.0,1819837.0,2016,09/02/2016 03:51:20 PM,41.661040089,-87.640150793,"(41.661040089, -87.640150793)"
3462753,10247863,HY435538,09/23/2015 05:00:00 PM,003XX S KOSTNER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1131,11.0,28.0,26.0,11,1147109.0,1898126.0,2015,09/30/2015 03:35:37 PM,41.876423368,-87.735331352,"(41.876423368, -87.735331352)"
2492503,8557758,HV233806,03/29/2012 12:00:00 AM,084XX S SANGAMON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,613,6.0,21.0,71.0,07,1171448.0,1848967.0,2012,02/04/2016 06:33:39 AM,41.741025918,-87.647407329,"(41.741025918, -87.647407329)"
3403100,10398934,HZ135746,01/29/2016 02:30:00 PM,003XX W OHIO ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1831,18.0,42.0,8.0,05,1174113.0,1904139.0,2016,02/05/2016 03:49:24 PM,41.892364315,-87.636002543,"(41.892364315, -87.636002543)"
6172487,10728326,HZ487704,10/21/2016 06:00:00 PM,035XX W THOMAS ST,0560,ASSAULT,SIMPLE,STREET,False,False,1121,11.0,27.0,23.0,08A,1152394.0,1907097.0,2016,10/28/2016 03:46:52 PM,41.900938024,-87.715689341,"(41.900938024, -87.715689341)"
2698914,8882083,HV554779,11/09/2012 09:00:00 AM,095XX S AVENUE M,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,432,4.0,10.0,52.0,05,1201448.0,1842394.0,2012,02/04/2016 06:33:39 AM,41.722280386,-87.537714237,"(41.722280386, -87.537714237)"
6075843,10572085,HZ319915,06/23/2016 08:00:00 AM,072XX S CALIFORNIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,831,8.0,18.0,66.0,07,1158961.0,1856480.0,2016,06/30/2016 03:51:05 PM,41.761906776,-87.692954133,"(41.761906776, -87.692954133)"
3520715,10347403,HY538389,12/12/2015 05:00:00 AM,016XX W GRAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1215,12.0,26.0,24.0,08B,1165555.0,1903565.0,2015,12/21/2015 03:53:52 PM,41.890975772,-87.667448716,"(41.890975772, -87.667448716)"
3510238,10329012,HY519679,11/30/2015 01:50:00 PM,049XX N MILWAUKEE AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,OTHER RAILROAD PROP / TRAIN DEPOT,True,False,1623,16.0,45.0,11.0,26,1139185.0,1932556.0,2015,12/07/2015 03:59:14 PM,41.971050859,-87.763586124,"(41.971050859, -87.763586124)"
2673073,8842228,HV278627,05/09/2012 10:48:00 AM,034XX N CICERO AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,PARKING LOT/GARAGE(NON.RESID.),True,False,1634,16.0,38.0,15.0,18,1143774.0,1922269.0,2012,02/04/2016 06:33:39 AM,41.942737473,-87.74697052,"(41.942737473, -87.74697052)"
792333,10479218,HZ217907,04/08/2016 11:15:00 AM,014XX W GREENLEAF AVE,0460,BATTERY,SIMPLE,OTHER,False,False,2423,24.0,49.0,1.0,08B,,,2016,04/15/2016 09:20:50 AM,,,
863822,9962916,HY152079,02/15/2015 01:25:00 AM,052XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,231,2.0,3.0,40.0,08B,1178932.0,1870233.0,2015,08/17/2015 03:03:40 PM,41.799215094,-87.619339832,"(41.799215094, -87.619339832)"
3302012,9884297,HX534534,12/08/2014 01:30:00 PM,019XX N KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,False,False,1421,14.0,35.0,22.0,08B,1154741.0,1912545.0,2014,02/04/2016 06:33:39 AM,41.915841123,-87.706922454,"(41.915841123, -87.706922454)"
2538329,8631764,HV304089,05/25/2012 10:00:00 PM,029XX N LONG AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,2514,25.0,31.0,19.0,05,1139864.0,1918980.0,2012,02/04/2016 06:33:39 AM,41.93378462,-87.761422466,"(41.93378462, -87.761422466)"
6225090,10803983,JA103009,01/03/2017 04:25:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1834,18.0,42.0,8.0,06,,,2017,01/10/2017 03:59:07 PM,,,
2809169,9063109,HW208016,03/26/2013 05:28:00 PM,119XX S EGGLESTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,522,5.0,34.0,53.0,26,1175446.0,1825683.0,2013,02/04/2016 06:33:39 AM,41.677042924,-87.63345239,"(41.677042924, -87.63345239)"
2712959,8903447,HV577881,11/26/2012 06:00:00 PM,029XX S HAYNES CT,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,913,9.0,11.0,60.0,06,1168261.0,1885255.0,2012,02/04/2016 06:33:39 AM,41.840673583,-87.658039919,"(41.840673583, -87.658039919)"
3506257,10322825,HY512709,11/23/2015 12:00:00 AM,096XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,STREET,False,False,511,5.0,6.0,49.0,06,1180607.0,1841241.0,2015,11/30/2015 03:56:29 PM,41.719619608,-87.614086191,"(41.719619608, -87.614086191)"
2972063,9322166,HW466069,09/24/2013 12:20:00 AM,074XX S LAFAYETTE AVE,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,RESIDENCE,False,True,731,7.0,6.0,69.0,02,1177129.0,1855607.0,2013,02/04/2016 06:33:39 AM,41.759120724,-87.626392771,"(41.759120724, -87.626392771)"
2805097,9057084,HW201313,03/19/2013 05:00:00 AM,051XX W 63RD PL,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,813,8.0,13.0,64.0,17,1143339.0,1862031.0,2013,02/04/2016 06:33:39 AM,41.777444569,-87.750073461,"(41.777444569, -87.750073461)"
796564,10520886,HZ262845,05/13/2016 09:00:00 AM,016XX N LA SALLE DR,0810,THEFT,OVER $500,STREET,False,False,1814,18.0,43.0,7.0,06,1174829.0,1911351.0,2016,05/20/2016 03:54:40 PM,41.912138405,-87.633156819,"(41.912138405, -87.633156819)"
2494448,8561298,HV235461,03/31/2012 08:12:00 PM,100XX S AVENUE M,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,ALLEY,False,False,432,4.0,10.0,52.0,04B,1201485.0,1838998.0,2012,02/04/2016 06:33:39 AM,41.712960557,-87.537693668,"(41.712960557, -87.537693668)"
2835689,9105499,HW249286,04/26/2013 08:26:00 PM,030XX W 47TH ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,True,False,922,9.0,14.0,58.0,16,1157079.0,1873334.0,2013,02/04/2016 06:33:39 AM,41.808194805,-87.699396498,"(41.808194805, -87.699396498)"
2414729,8433118,HV111350,01/09/2012 02:00:00 PM,076XX S CAMPBELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,835,8.0,18.0,70.0,05,1161036.0,1853957.0,2012,02/04/2016 06:33:39 AM,41.754940649,-87.685418616,"(41.754940649, -87.685418616)"
4056768,10440848,HZ179442,03/07/2016 01:00:00 PM,034XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,211,2.0,4.0,35.0,07,1179474.0,1882305.0,2016,03/14/2016 03:50:39 PM,41.832329279,-87.616983146,"(41.832329279, -87.616983146)"
2910549,9223159,HW369204,07/18/2013 11:30:00 PM,020XX N AVONDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1432,14.0,32.0,22.0,14,1163781.0,1913870.0,2013,02/04/2016 06:33:39 AM,41.919291023,-87.673672693,"(41.919291023, -87.673672693)"
3458548,10240294,HY427975,09/17/2015 02:30:00 PM,036XX W CERMAK RD,051A,ASSAULT,AGGRAVATED: HANDGUN,OTHER,False,False,1013,10.0,22.0,30.0,04A,1152262.0,1889132.0,2015,09/24/2015 07:50:13 PM,41.851642726,-87.716648306,"(41.851642726, -87.716648306)"
811871,10542116,HZ287462,05/30/2016 11:45:00 PM,050XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,2024,20.0,46.0,3.0,06,1168712.0,1934120.0,2016,06/06/2016 03:50:55 PM,41.974752346,-87.654966809,"(41.974752346, -87.654966809)"
2472668,8525249,HV202599,03/17/2012 11:00:00 PM,026XX W BELDEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1431,14.0,1.0,22.0,08B,1158102.0,1915171.0,2012,02/04/2016 06:33:39 AM,41.92297904,-87.694502474,"(41.92297904, -87.694502474)"
6220193,10797360,HZ567819,12/27/2016 01:00:00 PM,007XX E 81ST ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,631,6.0,6.0,44.0,26,1182445.0,1851453.0,2016,01/03/2017 03:52:21 PM,41.747600178,-87.607038564,"(41.747600178, -87.607038564)"
3494286,10302448,HY490877,11/05/2015 07:59:00 PM,092XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,633,6.0,8.0,44.0,08B,1183173.0,1844063.0,2015,11/12/2015 03:57:49 PM,41.727304299,-87.604600275,"(41.727304299, -87.604600275)"
2586689,8705029,HV381053,07/12/2012 10:00:00 AM,048XX W CHICAGO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,MEDICAL/DENTAL OFFICE,False,True,1531,15.0,37.0,25.0,26,1144043.0,1904874.0,2012,02/04/2016 06:33:39 AM,41.89499875,-87.746419366,"(41.89499875, -87.746419366)"
3543188,10385848,HZ122027,01/20/2016 01:40:00 PM,003XX W 64TH ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,722,7.0,20.0,68.0,08B,1175044.0,1862506.0,2016,01/27/2016 04:00:46 PM,41.778099133,-87.633828531,"(41.778099133, -87.633828531)"
2787759,9026203,HW172981,02/26/2013 05:15:00 PM,051XX S EMERALD AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,935,9.0,3.0,61.0,06,1172181.0,1870694.0,2013,02/04/2016 06:33:39 AM,41.800631337,-87.644083715,"(41.800631337, -87.644083715)"
3402004,10140832,HY330126,07/06/2015 03:45:00 PM,044XX W JACKSON BLVD,0880,THEFT,PURSE-SNATCHING,SIDEWALK,False,False,1113,11.0,28.0,26.0,06,1146936.0,1898320.0,2015,08/17/2015 03:03:40 PM,41.876959033,-87.735961599,"(41.876959033, -87.735961599)"
861039,9958131,HY146569,01/19/2015 12:01:00 AM,009XX W ADDISON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),False,False,1924,19.0,44.0,6.0,11,1169144.0,1924100.0,2015,08/17/2015 03:03:40 PM,41.947247732,-87.65367048,"(41.947247732, -87.65367048)"
2965202,9311097,HW426439,08/27/2013 05:08:00 PM,002XX S LAVERGNE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1533,15.0,28.0,25.0,18,1143291.0,1898731.0,2013,02/04/2016 06:33:39 AM,41.878155704,-87.74933484,"(41.878155704, -87.74933484)"
6174526,10727682,HZ486916,10/24/2016 11:30:00 AM,032XX W CONGRESS PKWY,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,PARK PROPERTY,True,False,1134,11.0,28.0,27.0,18,1154781.0,1897566.0,2016,10/31/2016 03:49:40 PM,41.874736534,-87.707177121,"(41.874736534, -87.707177121)"
872105,9978673,HY168440,03/01/2015 08:15:00 PM,077XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421,4.0,7.0,43.0,08B,1197328.0,1854658.0,2015,08/17/2015 03:03:40 PM,41.756037256,-87.552397235,"(41.756037256, -87.552397235)"
3345664,10043805,HY232708,03/07/2015 04:35:00 PM,015XX W 115TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,False,False,2234,22.0,34.0,75.0,08B,1167953.0,1828462.0,2015,08/17/2015 03:03:40 PM,41.684832724,-87.660799572,"(41.684832724, -87.660799572)"
6181171,10738822,HZ498835,11/01/2016 10:13:00 PM,020XX N LA CROSSE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,2522,25.0,31.0,19.0,11,1143703.0,1913146.0,2016,11/08/2016 03:49:55 PM,41.917704399,-87.747460608,"(41.917704399, -87.747460608)"
3389420,10119939,HY306273,06/18/2015 01:30:00 PM,016XX N OAKLEY AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,False,False,1434,14.0,1.0,24.0,05,1160774.0,1910864.0,2015,08/17/2015 03:03:40 PM,41.91110528,-87.684804305,"(41.91110528, -87.684804305)"
2988898,9349145,HW493241,10/14/2013 04:30:00 PM,052XX N LONG AVE,0460,BATTERY,SIMPLE,RESIDENCE,True,False,1623,16.0,45.0,11.0,08B,1139396.0,1934107.0,2013,02/04/2016 06:33:39 AM,41.975303082,-87.76277226,"(41.975303082, -87.76277226)"
4045892,10489472,HZ230285,04/17/2016 11:43:00 PM,081XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,631,6.0,8.0,44.0,14,1183652.0,1851166.0,2016,04/24/2016 03:48:05 PM,41.746784577,-87.602624733,"(41.746784577, -87.602624733)"
3441221,10211181,HY397897,08/25/2015 05:00:00 AM,046XX S FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,922,9.0,12.0,58.0,14,1158813.0,1873842.0,2015,09/01/2015 03:10:12 PM,41.809553548,-87.693022684,"(41.809553548, -87.693022684)"
2477332,8533462,HV210048,03/21/2012 03:00:00 PM,008XX W 35TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,915,9.0,11.0,60.0,06,1171379.0,1881661.0,2012,02/04/2016 06:33:39 AM,41.830743484,-87.646703526,"(41.830743484, -87.646703526)"
3139773,9611222,HX261060,05/10/2014 07:00:00 PM,037XX N FRANCISCO AVE,0810,THEFT,OVER $500,STREET,False,False,1733,17.0,33.0,16.0,06,1156384.0,1924778.0,2014,02/04/2016 06:33:39 AM,41.94937628,-87.700554458,"(41.94937628, -87.700554458)"
3185442,9688011,HX338040,07/09/2014 02:34:00 PM,077XX N SHERIDAN RD,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,True,False,2422,24.0,49.0,1.0,26,1165378.0,1951199.0,2014,02/04/2016 06:33:39 AM,42.021689309,-87.666737991,"(42.021689309, -87.666737991)"
2472711,8525307,HV202939,03/18/2012 04:30:00 AM,012XX N SPRINGFIELD AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2535,25.0,27.0,23.0,09,1150153.0,1908072.0,2012,02/04/2016 06:33:39 AM,41.9036575,-87.723895321,"(41.9036575, -87.723895321)"
2409381,8424463,HV103186,01/03/2012 02:30:00 PM,047XX N KIMBALL AVE,0870,THEFT,POCKET-PICKING,CTA BUS,False,False,1713,17.0,33.0,14.0,06,1152858.0,1931384.0,2012,02/04/2016 06:33:39 AM,41.967574292,-87.713339898,"(41.967574292, -87.713339898)"
6138943,10674786,HZ426792,09/09/2016 10:43:00 AM,002XX W NORTH AVE,0560,ASSAULT,SIMPLE,RESTAURANT,False,False,1821,18.0,27.0,8.0,08A,1174050.0,1910984.0,2016,09/16/2016 03:51:28 PM,41.911148754,-87.636029577,"(41.911148754, -87.636029577)"
6198618,10764133,HZ528613,11/25/2016 12:43:00 PM,039XX N OAK PARK AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1632,16.0,38.0,17.0,08A,1130347.0,1925570.0,2016,12/02/2016 03:52:10 PM,41.952037221,-87.796245964,"(41.952037221, -87.796245964)"
3009345,9383484,HW526546,11/09/2013 02:25:00 AM,019XX W NORTH AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,True,False,1434,14.0,32.0,24.0,11,1162951.0,1910659.0,2013,02/04/2016 06:33:39 AM,41.910497298,-87.676812523,"(41.910497298, -87.676812523)"
794364,10516777,HZ258749,05/10/2016 12:30:00 PM,120XX S LAFAYETTE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,True,523,5.0,9.0,53.0,04A,1178089.0,1825236.0,2016,05/17/2016 03:49:21 PM,41.675756968,-87.623791761,"(41.675756968, -87.623791761)"
3478317,10274754,HY462585,10/10/2015 10:30:00 PM,014XX W 81ST ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,False,True,614,6.0,21.0,71.0,04A,1167949.0,1851029.0,2015,10/19/2015 03:56:55 PM,41.746760155,-87.660168311,"(41.746760155, -87.660168311)"
2901050,9207904,HW354091,07/08/2013 09:30:00 PM,092XX S BRANDON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,424,4.0,10.0,46.0,14,1198930.0,1844363.0,2013,02/04/2016 06:33:39 AM,41.727746971,-87.546871203,"(41.727746971, -87.546871203)"
2799886,9048525,HW193108,03/15/2013 10:40:00 AM,035XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,1422,14.0,26.0,23.0,18,1152351.0,1910401.0,2013,02/04/2016 06:33:39 AM,41.91000536,-87.715759913,"(41.91000536, -87.715759913)"
2819579,9079690,HW224499,04/07/2013 11:16:00 PM,045XX S DREXEL BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,221,2.0,4.0,39.0,26,1182957.0,1875015.0,2013,02/04/2016 06:33:39 AM,41.812244589,-87.604430616,"(41.812244589, -87.604430616)"
867642,9969911,HY159616,02/21/2015 05:50:00 PM,018XX S KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1022,10.0,24.0,29.0,05,1155317.0,1890933.0,2015,08/17/2015 03:03:40 PM,41.856524122,-87.705387287,"(41.856524122, -87.705387287)"
848001,9933022,HY122264,01/19/2015 07:30:00 PM,033XX W 61ST ST,0820,THEFT,$500 AND UNDER,STREET,False,False,823,8.0,15.0,66.0,06,1155110.0,1863975.0,2015,08/17/2015 03:03:40 PM,41.782552008,-87.706868526,"(41.782552008, -87.706868526)"
2738960,8946652,HV618224,12/27/2012 01:30:00 PM,007XX E GRAND AVE,0890,THEFT,FROM BUILDING,OTHER,False,False,1834,18.0,42.0,8.0,06,1181819.0,1904130.0,2012,02/04/2016 06:33:39 AM,41.892164276,-87.607702294,"(41.892164276, -87.607702294)"
2571486,8682653,HV357781,06/28/2012 08:30:00 PM,005XX N ST LOUIS AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,1121,11.0,27.0,23.0,18,1152953.0,1903403.0,2012,02/04/2016 06:33:39 AM,41.890790266,-87.713734067,"(41.890790266, -87.713734067)"
2639588,8788717,HV462771,09/05/2012 05:00:00 PM,064XX S KEDZIE AVE,0810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,823,8.0,15.0,66.0,06,1156158.0,1861822.0,2012,02/04/2016 06:33:39 AM,41.776622842,-87.70308407,"(41.776622842, -87.70308407)"
2974255,9326457,HW469640,09/27/2013 01:30:00 PM,017XX W PRYOR AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",True,False,2212,22.0,19.0,75.0,08B,1166533.0,1831078.0,2013,02/04/2016 06:33:39 AM,41.692041778,-87.665923635,"(41.692041778, -87.665923635)"
2620908,8759016,HV433820,08/16/2012 10:30:00 PM,120XX S LAFAYETTE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,True,True,523,5.0,9.0,53.0,04B,1178089.0,1825236.0,2012,02/04/2016 06:33:39 AM,41.675756968,-87.623791761,"(41.675756968, -87.623791761)"
4081274,10475413,HZ214656,04/05/2016 05:45:00 PM,080XX S HONORE ST,0560,ASSAULT,SIMPLE,"SCHOOL, PRIVATE, BUILDING",False,False,611,6.0,18.0,71.0,08A,1165417.0,1851381.0,2016,04/12/2016 03:48:52 PM,41.747780077,-87.669436269,"(41.747780077, -87.669436269)"
6090084,10638774,HZ390227,08/13/2016 11:10:00 AM,001XX E 51ST ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,231,2.0,3.0,40.0,06,1178141.0,1871244.0,2016,08/20/2016 03:54:24 PM,41.802007364,-87.622209924,"(41.802007364, -87.622209924)"
3008250,9381614,HW524651,11/07/2013 08:30:00 AM,042XX W GRENSHAW ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1132,11.0,24.0,29.0,05,1148314.0,1894700.0,2013,02/04/2016 06:33:39 AM,41.866998896,-87.730995218,"(41.866998896, -87.730995218)"
2998580,9365769,HW509016,10/27/2013 08:40:00 AM,132XX S MACKINAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,433,4.0,10.0,55.0,08B,1200421.0,1817718.0,2013,02/04/2016 06:33:39 AM,41.654593073,-87.542305855,"(41.654593073, -87.542305855)"
3457613,10238545,HY426312,09/16/2015 09:21:00 PM,067XX S BLACKSTONE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,True,True,332,3.0,5.0,43.0,04A,1187358.0,1860686.0,2015,09/24/2015 07:50:13 PM,41.772821163,-87.588743255,"(41.772821163, -87.588743255)"
2508697,8584599,HV257310,04/24/2012 07:00:00 PM,0000X E OAK ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,1824,18.0,42.0,8.0,05,1176605.0,1907223.0,2012,02/04/2016 06:33:39 AM,41.900771022,-87.626757289,"(41.900771022, -87.626757289)"
